string_1,string_2
0,1
0,0
0,0
0,0
1,1
0,0
1,1
1,0
0,1
0,0
11,10
10,00
00,00
01,10
01,10
10,10
10,01
00,00
10,11
00,01
000,010
011,011
011,100
111,010
000,100
110,011
110,001
111,010
000,111
011,110
1111,1011
0111,1011
1001,1111
1000,0000
0011,0101
0100,1010
0000,1010
0100,1101
1011,0101
1000,0101
10111,01111
11101,10101
11100,11111
11101,00000
00000,10111
11101,11100
11101,00010
01110,01011
01010,11000
00001,00110
110000,011101
111010,100000
010100,011010
111001,100010
010011,001110
101110,001011
000011,111100
100101,010010
111010,010000
111110,100101
1110011,1000100
1011110,0000110
1110000,1011011
1000010,1101010
1110001,0010000
1111000,0101001
0011011,1000001
1011110,1100101
1101111,0010101
1011010,0100101
01101000,01101010
11010000,10111100
00101001,00001011
01010100,10101111
00010110,10000111
10100100,01001101
00111011,01000110
10000001,10001001
10000110,00001001
10011100,10011110
000011001,111111011
001101000,011001111
010110101,111000110
100110000,000010111
000000010,110000110
011011100,111000100
101101010,001100010
111101011,101101000
111001110,010001101
010010110,010001101
0001001101,1101101110
1100001100,0011011011
0010101010,1000100100
1011010101,0111011100
1110100100,0001111000
1000100111,1011101001
1100110001,0001001111
0111011000,0111111111
0110101011,1010000011
0100001111,0001000001
11111000001,10000001111
01111101111,01010000001
11111100010,01111011011
10111011111,10100011111
10111011101,10001101100
10000100001,10011111100
11110000011,00000001110
00011001000,01110100000
01010101010,11000111101
00011011100,01110001101
100101011100,110100010011
101101101010,111010100100
111010100110,110111111000
000110000000,000010000010
010111101010,101111110101
010011001001,101100010110
001100111000,000011000000
001110101100,100101110111
111111110110,011110101000
100111011011,000111111010
1111101101101,1110010001001
0011001110010,0010010011101
1011101101111,1110010000001
1101011111001,1100100100011
0011001001110,1011101001011
1001011000111,0000100101001
1001101110101,0010100011011
1110010000100,1011001100101
0000000001100,1001001010010
0000100010010,0111110000000
00001110101111,00100111111101
01100110011000,00001110111010
00110101001101,01111110011101
01000010110011,00001110000101
11101001111110,11101011011010
10011101011110,01000000010000
00100001001110,10000111001101
11100100011101,01101000110100
10000011010101,10001100001100
00001011101110,11011111001001
001000011011100,010110101011000
011111011111001,110011001110011
010011111010100,000000010010101
000000001010000,110111100010110
110110100100000,000111011101011
111000101000010,110110111010010
001101111111011,111001000000100
110101010010010,100010111100101
101101101000000,111011101101000
010110011011111,000101000011000
