string_1,string_2
5,5
3,3
6,6
1,1
3,3
4,4
4,4
2,2
6,6
2,2
66,66
63,63
21,21
67,67
67,67
25,25
42,42
44,44
72,72
13,13
360,360
055,055
452,452
531,531
040,040
560,560
002,002
305,305
072,072
501,501
4411,4411
0342,0342
0476,0476
2712,2712
6127,6127
4265,4265
1700,1700
3500,3500
6232,6232
2441,2441
32420,32620
25317,24317
52506,53506
77563,77553
42661,42621
20166,20066
15014,15314
04573,04273
15725,65725
70367,70267
676744,676747
002435,002735
343067,313067
540046,500046
457615,452615
772224,772424
452677,402677
060474,060404
177627,177625
076213,026213
5523120,5523420
2462541,2462441
2233762,2333762
6505424,6605424
2511736,2511776
6371205,6371202
4575531,4565531
0351111,0356111
2236226,2236226
3776326,3766326
53120766,53120466
12114173,12714173
30117613,30117513
11071635,11072635
32771445,32770445
75402550,45402550
65016655,65016656
06072275,06072475
56042236,56042231
32370326,32350326
614226127,614526127
026575555,326575555
501777137,501717137
553065742,553065772
312407470,312407470
556335466,256335466
736502013,736542013
356677735,356677335
545066337,545066337
521470770,521470773
4574142000,4574132000
2507773631,0557773631
5102501426,5702501476
6372561137,6376261137
2266511372,6266511362
0233766403,0233766405
4010632304,4010632354
4320061333,4320061233
5430420066,5430400046
2305403140,0205403140
04143176466,04143176066
15065104175,15365104475
77272701230,77272731230
02125102551,02125122551
05243173206,45443173206
22765552112,22775552112
57445507514,57445507514
64201555732,64262555732
51221251160,51223251160
42244756772,42244656172
533352321031,533355324031
171164061071,161161061071
304534726066,344534726066
523650050150,523630050150
062712457244,062712650244
262503051121,262503051321
762323524623,762323324633
037724252657,037021252657
470461250430,470461450430
327164733200,327144730200
