algorithm,len,ed,time,clock_time,calls
divide_and_conquer,5,0,0.0009558200836181641,0.00020979999999326537,1
dinamic_programming,5,0,0.0,3.2000000004472895e-05,1
dinamic_programming_2,5,0,0.0,0.0001620000000031041,1
greedy_approach,5,0,0.0,9.119999999995798e-05,1
divide_and_conquer,5,0,0.0,0.00024299999999755073,1
dinamic_programming,5,0,0.0,4.27999999885742e-05,1
dinamic_programming_2,5,0,0.0,0.000152100000008204,1
greedy_approach,5,0,0.0,7.989999998869735e-05,1
divide_and_conquer,5,0,0.0,0.0001979000000034148,1
dinamic_programming,5,0,0.0,2.890000000377313e-05,1
dinamic_programming_2,5,0,0.0,0.00016840000000684086,1
greedy_approach,5,0,0.0,7.420000000024629e-05,1
divide_and_conquer,5,0,0.0,0.000327900000002046,1
dinamic_programming,5,0,0.0,3.530000000750988e-05,1
dinamic_programming_2,5,0,0.0009984970092773438,0.0001882000000108519,1
greedy_approach,5,0,0.0,6.700000000137152e-05,1
divide_and_conquer,5,0,0.0,0.0002851999999933241,1
dinamic_programming,5,0,0.0,2.709999999694901e-05,1
dinamic_programming_2,5,0,0.0,0.0001469999999983429,1
greedy_approach,5,0,0.0,7.300000000043383e-05,1
divide_and_conquer,5,0,0.00113677978515625,0.00035920000000544405,1
dinamic_programming,5,0,0.0,2.920000000017353e-05,1
dinamic_programming_2,5,0,0.0,0.0001510999999965179,1
greedy_approach,5,0,0.0,6.670000000497112e-05,1
divide_and_conquer,5,0,0.0,0.00021180000000242671,1
dinamic_programming,5,0,0.0,2.7200000005223046e-05,1
dinamic_programming_2,5,0,0.0,0.00014020000000414257,1
greedy_approach,5,0,0.0,8.090000000038344e-05,1
divide_and_conquer,5,0,0.0,0.0002230999999994765,1
dinamic_programming,5,0,0.0,2.7800000012234705e-05,1
dinamic_programming_2,5,0,0.0,0.0001456999999902564,1
greedy_approach,5,0,0.0,6.570000000749587e-05,1
divide_and_conquer,5,0,0.0,0.00023740000000316286,1
dinamic_programming,5,0,0.0,2.5500000006672963e-05,1
dinamic_programming_2,5,0,0.0,0.00018769999999790343,1
greedy_approach,5,0,0.0,6.940000000099644e-05,1
divide_and_conquer,5,0,0.0,0.0003361999999924592,1
dinamic_programming,5,0,0.0,4.250000000638465e-05,1
dinamic_programming_2,5,0,0.0,0.00016850000000090404,1
greedy_approach,5,0,0.0,7.300000000043383e-05,1
divide_and_conquer,10,0,0.0,0.0008706999999930076,1
dinamic_programming,10,0,0.0,3.309999999601132e-05,1
dinamic_programming_2,10,0,0.0009613037109375,0.0004083000000036918,1
greedy_approach,10,0,0.0,0.00010750000001280569,1
divide_and_conquer,10,0,0.0009963512420654297,0.0009213999999957423,1
dinamic_programming,10,0,0.0,3.2500000003210516e-05,1
dinamic_programming_2,10,0,0.0,0.0003689999999920701,1
greedy_approach,10,0,0.0,0.00010719999998798357,1
divide_and_conquer,10,0,0.0010323524475097656,0.0009237999999953672,1
dinamic_programming,10,0,0.0,3.23000000008733e-05,1
dinamic_programming_2,10,0,0.0,0.00036310000000128184,1
greedy_approach,10,0,0.000997781753540039,0.00015709999999558022,1
divide_and_conquer,10,0,0.0009975433349609375,0.000888299999999731,1
dinamic_programming,10,0,0.0,3.720000000839718e-05,1
dinamic_programming_2,10,0,0.0009968280792236328,0.0005606000000000222,1
greedy_approach,10,0,0.0,0.00012119999999526954,1
divide_and_conquer,10,0,0.0,0.0004891999999898644,1
dinamic_programming,10,0,0.0,4.9900000007596645e-05,1
dinamic_programming_2,10,0,0.0,0.00036619999998777075,1
greedy_approach,10,0,0.0,0.0001089999999948077,1
divide_and_conquer,10,0,0.0,0.0005400000000008731,1
dinamic_programming,10,0,0.0,3.340000000662258e-05,1
dinamic_programming_2,10,0,0.0,0.0003719999999987067,1
greedy_approach,10,0,0.0,0.00010620000000471919,1
divide_and_conquer,10,0,0.0,0.0005378999999976486,1
dinamic_programming,10,0,0.0,3.6600000001385524e-05,1
dinamic_programming_2,10,0,0.0,0.0003600000000005821,1
greedy_approach,10,0,0.0,0.00010079999999845768,1
divide_and_conquer,10,0,0.0,0.0006397999999876447,1
dinamic_programming,10,0,0.0,3.1500000005735274e-05,1
dinamic_programming_2,10,0,0.0,0.0003734000000008564,1
greedy_approach,10,0,0.0,0.000110899999995695,1
divide_and_conquer,10,0,0.0,0.000540700000001948,1
dinamic_programming,10,0,0.0,3.199999999026204e-05,1
dinamic_programming_2,10,0,0.0,0.00035619999999880747,1
greedy_approach,10,0,0.0,0.00012010000000373111,1
divide_and_conquer,10,0,0.0,0.00048439999999061456,1
dinamic_programming,10,0,0.0,3.4799999994561404e-05,1
